,DetectedCamera_Front,DetectedCamera_Left,DetectedCamera_Rear,DetectedCamera_Right,AngleOfSign,SignAspectRatio,SignWidth,SignHeight
28334,1.0,0.0,0.0,0.0,29,0.92,194,212
28335,0.0,1.0,0.0,0.0,244,0.71,55,78
28336,0.0,1.0,0.0,0.0,232,1.16,52,45
28337,0.0,0.0,0.0,1.0,72,0.56,84,151
28338,0.0,0.0,1.0,0.0,218,1.02,43,42
28339,1.0,0.0,0.0,0.0,25,1.0,81,81
28340,0.0,0.0,0.0,1.0,62,0.89,128,144
28341,0.0,0.0,1.0,0.0,208,0.95,41,43
28342,1.0,0.0,0.0,0.0,33,0.84,157,187
28343,0.0,1.0,0.0,0.0,251,0.74,98,132
28344,1.0,0.0,0.0,0.0,40,1.01,140,138
28345,0.0,0.0,0.0,1.0,49,1.32,160,121
28346,0.0,0.0,0.0,1.0,53,0.87,125,144
28347,0.0,0.0,1.0,0.0,219,1.07,48,45
28348,0.0,0.0,1.0,0.0,209,0.92,33,36
28349,0.0,0.0,1.0,0.0,214,1.1,46,42
28350,0.0,1.0,0.0,0.0,265,0.45,30,66
28351,1.0,0.0,0.0,0.0,41,0.85,169,198
28352,0.0,0.0,0.0,1.0,61,0.82,205,249
28353,0.0,0.0,0.0,1.0,135,1.17,42,36
28354,1.0,0.0,0.0,0.0,45,0.93,53,57
28355,1.0,0.0,0.0,0.0,29,0.93,129,139
28356,0.0,0.0,1.0,0.0,215,1.02,54,53
28357,1.0,0.0,0.0,0.0,20,0.96,128,134
28358,1.0,0.0,0.0,0.0,50,1.33,589,443
28359,0.0,0.0,1.0,0.0,218,0.61,30,49
28360,0.0,0.0,0.0,1.0,42,1.09,156,143
28361,1.0,0.0,0.0,0.0,40,1.0,235,234
28362,0.0,0.0,0.0,1.0,75,0.6,124,207
28363,0.0,1.0,0.0,0.0,246,0.84,89,106
28364,1.0,0.0,0.0,0.0,45,1.09,243,222
28365,0.0,0.0,0.0,1.0,69,0.79,211,266
28366,0.0,1.0,0.0,0.0,243,0.83,79,95
28367,0.0,0.0,1.0,0.0,223,0.98,53,54
28368,0.0,0.0,1.0,0.0,159,0.76,77,101
28369,0.0,1.0,0.0,0.0,244,0.91,126,138
28370,1.0,0.0,0.0,0.0,30,1.07,184,172
28371,1.0,0.0,0.0,0.0,41,1.01,146,145
28372,1.0,0.0,0.0,0.0,20,0.82,49,60
28373,1.0,0.0,0.0,0.0,359,0.97,90,93
28374,0.0,1.0,0.0,0.0,253,0.73,36,49
28375,1.0,0.0,0.0,0.0,39,1.02,156,153
28376,1.0,0.0,0.0,0.0,39,0.96,238,249
28377,0.0,0.0,0.0,1.0,68,0.62,184,298
28378,0.0,0.0,0.0,1.0,49,1.04,297,285
28379,1.0,0.0,0.0,0.0,31,0.96,194,202
28380,0.0,1.0,0.0,0.0,228,1.3,99,76
28381,1.0,0.0,0.0,0.0,33,0.97,202,208
28382,1.0,0.0,0.0,0.0,40,1.02,82,80
28383,1.0,0.0,0.0,0.0,30,0.93,55,59
28384,0.0,1.0,0.0,0.0,254,0.54,27,50
28385,0.0,0.0,0.0,1.0,47,1.04,297,285
28386,0.0,0.0,1.0,0.0,205,1.0,35,35
28387,1.0,0.0,0.0,0.0,31,0.95,35,37
28388,1.0,0.0,0.0,0.0,54,1.03,103,100
28389,0.0,0.0,1.0,0.0,229,1.03,97,94
28390,0.0,1.0,0.0,0.0,255,0.58,60,104
28391,0.0,0.0,1.0,0.0,241,1.08,120,111
28392,0.0,0.0,0.0,1.0,62,0.9,144,160
28393,0.0,1.0,0.0,0.0,258,0.64,47,73
28394,1.0,0.0,0.0,0.0,34,0.98,206,210
28395,1.0,0.0,0.0,0.0,34,0.99,195,197
28396,0.0,0.0,0.0,1.0,54,0.89,218,244
28397,0.0,0.0,0.0,1.0,55,1.16,140,121
28398,0.0,1.0,0.0,0.0,263,0.41,51,124
28399,0.0,0.0,0.0,1.0,65,0.67,125,186
28400,0.0,0.0,1.0,0.0,233,1.19,106,89
28401,0.0,0.0,0.0,1.0,73,0.76,262,347
28402,1.0,0.0,0.0,0.0,29,0.96,143,149
28403,1.0,0.0,0.0,0.0,25,0.98,130,133
28404,0.0,0.0,0.0,1.0,69,0.55,72,131
28405,1.0,0.0,0.0,0.0,39,0.91,84,92
28406,0.0,1.0,0.0,0.0,237,0.94,58,62
28407,0.0,0.0,1.0,0.0,229,1.23,69,56
28408,0.0,0.0,1.0,0.0,216,1.11,41,37
28409,0.0,0.0,1.0,0.0,224,1.0,42,42
28410,1.0,0.0,0.0,0.0,37,0.99,132,133
28411,1.0,0.0,0.0,0.0,36,1.03,280,273
28412,1.0,0.0,0.0,0.0,42,1.1,132,120
28413,1.0,0.0,0.0,0.0,33,0.94,50,53
28414,0.0,0.0,1.0,0.0,219,0.92,35,38
28415,1.0,0.0,0.0,0.0,30,0.85,45,53
28416,1.0,0.0,0.0,0.0,36,0.87,204,234
28417,0.0,1.0,0.0,0.0,230,1.43,77,54
28418,0.0,0.0,1.0,0.0,207,0.89,41,46
28419,1.0,0.0,0.0,0.0,17,0.84,71,85
28420,0.0,1.0,0.0,0.0,237,1.03,144,140
28421,0.0,1.0,0.0,0.0,225,1.35,201,149
28422,0.0,0.0,1.0,0.0,163,0.91,77,85
28423,0.0,0.0,1.0,0.0,169,0.91,50,55
28424,0.0,1.0,0.0,0.0,310,1.48,68,46
28425,0.0,0.0,1.0,0.0,204,1.19,83,70
28426,1.0,0.0,0.0,0.0,26,0.87,104,120
28427,0.0,0.0,1.0,0.0,201,0.98,51,52
28428,0.0,1.0,0.0,0.0,248,0.53,71,133
28429,1.0,0.0,0.0,0.0,27,0.91,173,191
28430,0.0,0.0,1.0,0.0,197,1.06,51,48
28431,1.0,0.0,0.0,0.0,30,0.78,131,168
28432,1.0,0.0,0.0,0.0,22,0.88,137,156
28433,0.0,0.0,1.0,0.0,207,0.84,66,79
28434,1.0,0.0,0.0,0.0,25,0.92,76,83
28435,0.0,1.0,0.0,0.0,248,0.47,53,113
28436,0.0,0.0,1.0,0.0,202,1.04,58,56
28437,0.0,0.0,0.0,1.0,57,0.85,103,121
28438,0.0,1.0,0.0,0.0,249,0.65,50,77
28439,1.0,0.0,0.0,0.0,33,1.14,192,168
28440,0.0,0.0,1.0,0.0,211,1.33,73,55
28441,1.0,0.0,0.0,0.0,21,0.93,75,81
28442,1.0,0.0,0.0,0.0,21,0.99,66,67
28443,0.0,1.0,0.0,0.0,248,0.83,91,109
28444,0.0,0.0,0.0,1.0,60,0.82,211,256
28445,1.0,0.0,0.0,0.0,15,0.93,137,148
28446,0.0,0.0,1.0,0.0,200,0.94,47,50
28447,0.0,1.0,0.0,0.0,249,0.66,55,83
28448,0.0,0.0,1.0,0.0,193,0.69,47,68
28449,1.0,0.0,0.0,0.0,22,1.15,135,117
28450,1.0,0.0,0.0,0.0,34,0.99,150,152
28451,0.0,0.0,0.0,1.0,65,0.79,69,87
28452,0.0,0.0,0.0,1.0,51,1.39,237,171
28453,0.0,0.0,0.0,1.0,80,0.61,70,115
28454,1.0,0.0,0.0,0.0,31,1.01,80,79
28455,0.0,0.0,0.0,1.0,49,1.14,298,261
28456,0.0,0.0,0.0,1.0,53,1.06,121,114
28457,0.0,0.0,0.0,1.0,65,0.77,59,77
28458,0.0,0.0,0.0,1.0,44,1.42,102,72
28459,0.0,0.0,1.0,0.0,205,0.93,55,59
28460,0.0,0.0,0.0,1.0,44,1.21,109,90
28461,0.0,0.0,0.0,1.0,47,1.17,112,96
28462,0.0,0.0,0.0,1.0,56,1.01,86,85
28463,0.0,0.0,0.0,1.0,57,0.89,87,98
28464,0.0,0.0,0.0,1.0,46,1.25,163,130
28465,1.0,0.0,0.0,0.0,332,0.78,65,83
28466,1.0,0.0,0.0,0.0,320,1.07,175,163
28467,0.0,0.0,0.0,1.0,91,0.9,38,42
28468,0.0,0.0,0.0,1.0,58,0.92,109,118
28469,0.0,1.0,0.0,0.0,254,0.59,44,75
28470,1.0,0.0,0.0,0.0,333,0.94,131,139
28471,1.0,0.0,0.0,0.0,23,1.03,67,65
28472,1.0,0.0,0.0,0.0,22,1.09,47,43
28473,0.0,0.0,0.0,1.0,51,1.15,129,112
28474,0.0,0.0,1.0,0.0,212,0.95,37,39
28475,0.0,0.0,0.0,1.0,69,0.67,56,83
28476,0.0,0.0,1.0,0.0,215,1.0,84,84
28477,0.0,0.0,1.0,0.0,142,1.45,42,29
28478,1.0,0.0,0.0,0.0,39,1.05,99,94
28479,1.0,0.0,0.0,0.0,27,1.07,149,139
28480,1.0,0.0,0.0,0.0,28,1.02,178,174
28481,0.0,1.0,0.0,0.0,303,0.86,83,97
28482,0.0,1.0,0.0,0.0,247,0.76,86,113
28483,0.0,1.0,0.0,0.0,249,0.51,55,108
28484,0.0,0.0,1.0,0.0,200,1.1,66,60
28485,1.0,0.0,0.0,0.0,15,1.02,51,50
28486,1.0,0.0,0.0,0.0,20,0.84,51,61
28487,0.0,0.0,1.0,0.0,213,0.95,97,102
28488,0.0,0.0,0.0,1.0,62,0.81,121,149
28489,0.0,0.0,0.0,1.0,56,0.91,199,218
28490,1.0,0.0,0.0,0.0,28,0.96,94,98
28491,0.0,0.0,0.0,1.0,61,0.78,69,88
28492,0.0,0.0,1.0,0.0,226,0.96,147,153
28493,1.0,0.0,0.0,0.0,28,1.15,82,71
28494,1.0,0.0,0.0,0.0,28,0.87,145,167
28495,1.0,0.0,0.0,0.0,42,0.79,128,163
28496,0.0,0.0,0.0,1.0,46,1.05,238,227
28497,0.0,0.0,1.0,0.0,202,0.75,40,53
28498,1.0,0.0,0.0,0.0,23,1.03,116,113
28499,0.0,0.0,1.0,0.0,227,1.15,125,109
28500,0.0,0.0,1.0,0.0,205,0.88,51,58
28501,0.0,0.0,1.0,0.0,196,1.05,43,41
28502,1.0,0.0,0.0,0.0,32,1.11,242,218
28503,0.0,0.0,0.0,1.0,73,0.44,47,107
28504,0.0,0.0,0.0,1.0,65,0.49,67,136
28505,1.0,0.0,0.0,0.0,23,0.95,63,66
28506,0.0,0.0,1.0,0.0,218,0.94,58,62
28507,0.0,0.0,1.0,0.0,219,1.12,93,83
28508,0.0,0.0,1.0,0.0,200,0.97,37,38
28509,0.0,0.0,1.0,0.0,216,1.13,70,62
28510,1.0,0.0,0.0,0.0,15,0.97,89,92
28511,1.0,0.0,0.0,0.0,40,0.86,133,154
28512,0.0,0.0,1.0,0.0,220,0.54,36,67
28513,1.0,0.0,0.0,0.0,21,0.91,131,144
28514,0.0,0.0,0.0,1.0,62,0.85,126,148
28515,0.0,0.0,0.0,1.0,88,2.36,184,78
28516,1.0,0.0,0.0,0.0,20,1.17,56,48
28517,1.0,0.0,0.0,0.0,18,1.02,55,54
28518,1.0,0.0,0.0,0.0,23,1.02,58,57
28519,0.0,0.0,1.0,0.0,207,0.96,47,49
28520,1.0,0.0,0.0,0.0,26,0.98,94,96
28521,0.0,0.0,0.0,1.0,55,0.9,180,200
28522,1.0,0.0,0.0,0.0,14,0.96,68,71
28523,0.0,0.0,1.0,0.0,223,0.94,80,85
28524,0.0,0.0,0.0,1.0,61,0.78,185,237
28525,0.0,1.0,0.0,0.0,250,0.52,47,91
28526,0.0,0.0,0.0,1.0,52,1.03,222,216
28527,0.0,1.0,0.0,0.0,252,0.61,42,69
28528,0.0,0.0,1.0,0.0,213,1.0,58,58
28529,1.0,0.0,0.0,0.0,20,0.95,135,142
28530,0.0,0.0,0.0,1.0,54,1.03,125,121
28531,1.0,0.0,0.0,0.0,25,0.94,185,196
28532,0.0,1.0,0.0,0.0,244,0.74,82,111
28533,1.0,0.0,0.0,0.0,14,0.92,73,79
28534,0.0,1.0,0.0,0.0,248,0.57,55,96
28535,0.0,1.0,0.0,0.0,254,0.46,39,85
28536,1.0,0.0,0.0,0.0,27,1.21,129,107
28537,1.0,0.0,0.0,0.0,11,1.0,50,50
28538,1.0,0.0,0.0,0.0,18,0.98,53,54
28539,0.0,1.0,0.0,0.0,244,0.68,49,72
28540,0.0,1.0,0.0,0.0,236,1.19,81,68
28541,0.0,0.0,0.0,1.0,49,1.07,133,124
28542,0.0,0.0,0.0,1.0,62,1.0,118,118
28543,1.0,0.0,0.0,0.0,33,0.94,97,103
28544,0.0,1.0,0.0,0.0,249,0.59,41,70
28545,0.0,0.0,1.0,0.0,213,1.29,67,52
28546,0.0,0.0,1.0,0.0,202,1.07,47,44
28547,1.0,0.0,0.0,0.0,46,1.11,143,129
28548,1.0,0.0,0.0,0.0,21,0.94,85,90
28549,0.0,0.0,0.0,1.0,58,1.0,136,136
28550,0.0,1.0,0.0,0.0,248,0.76,51,67
28551,0.0,0.0,1.0,0.0,208,0.96,67,70
28552,1.0,0.0,0.0,0.0,41,0.96,192,200
28553,0.0,0.0,1.0,0.0,225,0.92,92,100
28554,1.0,0.0,0.0,0.0,23,1.18,117,99
28555,0.0,0.0,1.0,0.0,226,1.04,86,83
28556,0.0,0.0,1.0,0.0,212,0.98,57,58
28557,0.0,1.0,0.0,0.0,247,0.83,65,78
28558,0.0,0.0,0.0,1.0,56,1.01,195,193
28559,0.0,1.0,0.0,0.0,240,1.02,96,94
28560,0.0,0.0,0.0,1.0,49,1.05,211,201
28561,0.0,0.0,0.0,1.0,43,1.35,218,162
28562,1.0,0.0,0.0,0.0,19,0.94,114,121
28563,0.0,0.0,1.0,0.0,221,1.1,77,70
28564,1.0,0.0,0.0,0.0,11,1.02,60,59
28565,0.0,0.0,1.0,0.0,214,0.93,78,84
28566,1.0,0.0,0.0,0.0,46,0.98,212,216
28567,0.0,0.0,1.0,0.0,210,1.1,57,52
28568,1.0,0.0,0.0,0.0,27,0.8,146,182
28569,1.0,0.0,0.0,0.0,32,1.11,166,149
28570,0.0,0.0,1.0,0.0,200,0.94,47,50
28571,0.0,0.0,0.0,1.0,55,1.06,196,185
28572,1.0,0.0,0.0,0.0,21,1.06,112,106
28573,0.0,0.0,1.0,0.0,202,1.03,34,33
28574,1.0,0.0,0.0,0.0,35,0.91,118,130
28575,1.0,0.0,0.0,0.0,23,1.0,90,90
28576,1.0,0.0,0.0,0.0,46,0.98,287,292
28577,1.0,0.0,0.0,0.0,19,0.91,72,79
28578,1.0,0.0,0.0,0.0,36,1.04,164,158
28579,0.0,0.0,1.0,0.0,199,1.21,35,29
28580,0.0,0.0,0.0,1.0,64,0.84,266,316
28581,1.0,0.0,0.0,0.0,18,0.97,63,65
28582,0.0,0.0,1.0,0.0,220,0.97,104,107
28583,1.0,0.0,0.0,0.0,33,1.04,185,178
28584,0.0,0.0,1.0,0.0,196,0.92,35,38
28585,1.0,0.0,0.0,0.0,27,1.0,146,146
28586,0.0,0.0,1.0,0.0,201,1.0,40,40
28587,1.0,0.0,0.0,0.0,22,0.9,61,68
28588,0.0,0.0,1.0,0.0,202,0.86,31,36
28589,1.0,0.0,0.0,0.0,23,1.05,61,58
28590,1.0,0.0,0.0,0.0,58,0.94,193,206
28591,0.0,1.0,0.0,0.0,243,0.9,46,51
28592,1.0,0.0,0.0,0.0,39,0.77,73,95
28593,1.0,0.0,0.0,0.0,31,1.01,142,141
28594,0.0,1.0,0.0,0.0,235,1.06,134,127
28595,0.0,0.0,1.0,0.0,197,0.97,34,35
28596,0.0,1.0,0.0,0.0,231,1.14,193,169
28597,0.0,0.0,1.0,0.0,203,0.91,61,67
28598,0.0,0.0,1.0,0.0,223,1.14,104,91
28599,1.0,0.0,0.0,0.0,20,1.04,84,81
28600,0.0,0.0,0.0,1.0,76,1.06,35,33
28601,0.0,0.0,1.0,0.0,220,1.07,44,41
28602,0.0,0.0,1.0,0.0,226,1.06,129,122
28603,1.0,0.0,0.0,0.0,42,1.06,170,160
28604,0.0,0.0,1.0,0.0,216,0.93,41,44
28605,0.0,0.0,1.0,0.0,215,1.04,49,47
28606,1.0,0.0,0.0,0.0,42,0.94,183,194
28607,1.0,0.0,0.0,0.0,17,0.92,44,48
28608,0.0,0.0,0.0,1.0,83,0.49,64,130
28609,0.0,0.0,1.0,0.0,202,0.95,42,44
28610,1.0,0.0,0.0,0.0,32,0.98,160,163
28611,0.0,1.0,0.0,0.0,247,0.69,115,167
28612,1.0,0.0,0.0,0.0,37,1.1,45,41
28613,1.0,0.0,0.0,0.0,23,0.84,111,132
28614,0.0,1.0,0.0,0.0,230,0.89,121,136
28615,1.0,0.0,0.0,0.0,21,0.93,50,54
28616,0.0,0.0,1.0,0.0,207,0.87,41,47
28617,1.0,0.0,0.0,0.0,38,0.92,121,131
28618,0.0,1.0,0.0,0.0,235,1.05,105,100
28619,0.0,0.0,1.0,0.0,231,1.21,127,105
28620,1.0,0.0,0.0,0.0,29,0.77,65,84
28621,0.0,0.0,1.0,0.0,225,0.9,78,87
28622,0.0,0.0,0.0,1.0,69,0.77,102,133
28623,1.0,0.0,0.0,0.0,33,0.89,124,139
28624,0.0,0.0,1.0,0.0,221,1.0,80,80
28625,0.0,0.0,1.0,0.0,204,1.08,52,48
28626,1.0,0.0,0.0,0.0,40,0.94,196,208
28627,1.0,0.0,0.0,0.0,16,0.95,40,42
28628,0.0,1.0,0.0,0.0,251,1.13,166,147
28629,0.0,1.0,0.0,0.0,235,0.95,76,80
28630,0.0,0.0,1.0,0.0,209,1.0,38,38
28631,1.0,0.0,0.0,0.0,23,0.93,43,46
28632,0.0,1.0,0.0,0.0,246,1.4,66,47
28633,0.0,0.0,0.0,1.0,82,0.51,58,113
28634,0.0,0.0,1.0,0.0,207,1.0,53,53
28635,0.0,0.0,1.0,0.0,206,0.89,34,38
28636,1.0,0.0,0.0,0.0,20,0.95,106,111
28637,0.0,1.0,0.0,0.0,223,1.33,177,133
28638,1.0,0.0,0.0,0.0,40,0.96,235,244
28639,1.0,0.0,0.0,0.0,30,0.92,97,105
28640,0.0,0.0,0.0,1.0,46,1.09,233,214
28641,0.0,0.0,0.0,1.0,72,0.63,97,153
28642,1.0,0.0,0.0,0.0,15,0.85,41,48
28643,1.0,0.0,0.0,0.0,29,0.9,165,183
28644,1.0,0.0,0.0,0.0,17,0.94,67,71
28645,1.0,0.0,0.0,0.0,27,1.0,100,100
28646,0.0,0.0,1.0,0.0,214,0.89,55,62
28647,1.0,0.0,0.0,0.0,28,0.9,99,110
28648,1.0,0.0,0.0,0.0,18,0.92,49,53
28649,1.0,0.0,0.0,0.0,42,0.97,176,182
28650,0.0,0.0,1.0,0.0,235,1.12,64,57
28651,1.0,0.0,0.0,0.0,36,1.04,166,159
28652,1.0,0.0,0.0,0.0,26,0.93,118,127
28653,1.0,0.0,0.0,0.0,42,0.82,150,182
28654,0.0,1.0,0.0,0.0,257,0.52,56,108
28655,0.0,0.0,0.0,1.0,65,0.77,77,100
28656,0.0,0.0,1.0,0.0,217,0.94,46,49
28657,0.0,0.0,0.0,1.0,55,0.85,225,264
28658,0.0,0.0,1.0,0.0,214,0.92,70,76
28659,1.0,0.0,0.0,0.0,18,1.53,75,49
28660,0.0,0.0,1.0,0.0,214,0.96,81,84
28661,0.0,0.0,1.0,0.0,204,0.91,43,47
28662,1.0,0.0,0.0,0.0,27,0.92,99,108
28663,0.0,0.0,0.0,1.0,64,0.68,167,246
28664,0.0,0.0,1.0,0.0,220,0.82,69,84
28665,1.0,0.0,0.0,0.0,24,0.92,87,95
28666,0.0,0.0,1.0,0.0,213,1.0,68,68
28667,1.0,0.0,0.0,0.0,40,0.79,193,244
28668,0.0,0.0,0.0,1.0,64,1.03,180,175
28669,0.0,1.0,0.0,0.0,245,0.67,77,115
28670,0.0,0.0,0.0,1.0,66,0.96,161,168
28671,0.0,1.0,0.0,0.0,260,0.57,85,148
28672,1.0,0.0,0.0,0.0,28,0.95,77,81
28673,1.0,0.0,0.0,0.0,26,0.94,50,53
28674,0.0,0.0,1.0,0.0,229,1.02,91,89
28675,1.0,0.0,0.0,0.0,49,1.01,320,316
28676,0.0,0.0,1.0,0.0,199,0.82,32,39
28677,0.0,0.0,1.0,0.0,207,1.03,34,33
28678,0.0,1.0,0.0,0.0,223,1.03,179,174
28679,1.0,0.0,0.0,0.0,64,1.28,235,183
28680,0.0,1.0,0.0,0.0,242,0.63,30,48
28681,0.0,0.0,0.0,1.0,67,0.61,97,159
28682,1.0,0.0,0.0,0.0,68,0.84,229,274
28683,1.0,0.0,0.0,0.0,34,0.95,59,62
28684,0.0,0.0,1.0,0.0,213,0.92,68,74
28685,0.0,0.0,0.0,1.0,52,1.29,236,183
28686,0.0,0.0,1.0,0.0,204,0.93,39,42
28687,1.0,0.0,0.0,0.0,21,0.88,118,134
28688,0.0,1.0,0.0,0.0,252,0.6,47,78
28689,0.0,0.0,1.0,0.0,219,1.05,121,115
28690,0.0,1.0,0.0,0.0,229,1.16,188,162
28691,1.0,0.0,0.0,0.0,20,0.87,119,137
28692,1.0,0.0,0.0,0.0,30,1.0,217,217
28693,1.0,0.0,0.0,0.0,47,0.98,311,317
28694,0.0,1.0,0.0,0.0,243,1.02,49,48
28695,0.0,1.0,0.0,0.0,234,1.02,51,50
28696,0.0,0.0,0.0,1.0,69,0.68,107,158
28697,0.0,0.0,1.0,0.0,208,0.98,49,50
28698,0.0,1.0,0.0,0.0,242,1.08,129,120
28699,1.0,0.0,0.0,0.0,59,0.98,419,429
28700,0.0,0.0,1.0,0.0,203,1.0,43,43
28701,0.0,0.0,0.0,1.0,49,1.21,238,197
28702,0.0,0.0,0.0,1.0,70,0.73,164,225
28703,0.0,0.0,1.0,0.0,219,0.98,121,123
28704,0.0,0.0,0.0,1.0,80,0.54,88,162
28705,0.0,1.0,0.0,0.0,281,0.44,40,91
28706,0.0,1.0,0.0,0.0,292,0.81,30,37
28707,1.0,0.0,0.0,0.0,65,0.86,84,98
28708,1.0,0.0,0.0,0.0,47,0.83,173,209
28709,0.0,1.0,0.0,0.0,268,1.0,32,32
28710,0.0,0.0,1.0,0.0,224,1.01,86,85
28711,1.0,0.0,0.0,0.0,38,0.87,127,146
28712,0.0,0.0,0.0,1.0,44,0.96,203,212
28713,1.0,0.0,0.0,0.0,21,0.95,71,75
28714,1.0,0.0,0.0,0.0,24,0.83,59,71
28715,0.0,1.0,0.0,0.0,306,0.79,56,71
28716,1.0,0.0,0.0,0.0,36,1.1,109,99
28717,0.0,0.0,1.0,0.0,237,1.27,79,62
28718,1.0,0.0,0.0,0.0,25,1.02,111,109
28719,0.0,0.0,1.0,0.0,226,0.92,129,140
28720,0.0,0.0,1.0,0.0,217,1.0,83,83
28721,1.0,0.0,0.0,0.0,25,0.92,127,138
28722,0.0,0.0,1.0,0.0,203,0.77,33,43
28723,1.0,0.0,0.0,0.0,26,1.13,124,110
28724,0.0,0.0,1.0,0.0,242,1.1,160,146
28725,1.0,0.0,0.0,0.0,43,1.01,210,208
28726,0.0,0.0,1.0,0.0,221,0.93,75,81
28727,1.0,0.0,0.0,0.0,30,0.88,106,121
28728,0.0,0.0,1.0,0.0,204,0.88,38,43
28729,0.0,0.0,0.0,1.0,71,0.35,86,248
28730,0.0,1.0,0.0,0.0,256,0.51,58,114
28731,0.0,0.0,1.0,0.0,248,1.28,289,226
28732,0.0,0.0,1.0,0.0,233,1.06,177,167
28733,0.0,0.0,1.0,0.0,246,1.18,156,132
28734,0.0,1.0,0.0,0.0,238,0.74,67,90
28735,0.0,1.0,0.0,0.0,272,0.49,37,75
28736,0.0,0.0,1.0,0.0,210,1.0,68,68
28737,0.0,0.0,1.0,0.0,250,0.85,137,162
28738,0.0,1.0,0.0,0.0,259,0.44,46,105
28739,1.0,0.0,0.0,0.0,43,0.96,185,193
28740,0.0,1.0,0.0,0.0,230,1.18,244,206
28741,0.0,0.0,1.0,0.0,235,1.02,53,52
28742,1.0,0.0,0.0,0.0,41,1.11,191,172
28743,0.0,0.0,1.0,0.0,213,0.88,37,42
28744,0.0,0.0,1.0,0.0,205,1.0,37,37
28745,0.0,0.0,0.0,1.0,67,0.74,313,421
28746,0.0,0.0,1.0,0.0,218,0.87,75,86
28747,0.0,0.0,0.0,1.0,56,0.88,74,84
28748,1.0,0.0,0.0,0.0,30,0.98,98,100
28749,0.0,0.0,0.0,1.0,69,0.73,102,140
28750,0.0,0.0,1.0,0.0,202,0.94,44,47
28751,1.0,0.0,0.0,0.0,25,0.88,104,118
28752,0.0,0.0,1.0,0.0,224,0.9,117,130
28753,0.0,0.0,1.0,0.0,173,1.48,96,65
28754,1.0,0.0,0.0,0.0,18,0.85,137,162
28755,0.0,0.0,1.0,0.0,217,0.94,117,124
28756,0.0,0.0,1.0,0.0,214,1.07,123,115
28757,1.0,0.0,0.0,0.0,31,0.93,179,192
28758,0.0,0.0,0.0,1.0,63,0.81,199,245
28759,1.0,0.0,0.0,0.0,17,0.78,101,130
28760,0.0,0.0,1.0,0.0,212,0.83,109,131
28761,0.0,1.0,0.0,0.0,231,0.94,75,80
28762,1.0,0.0,0.0,0.0,25,0.86,96,111
28763,0.0,0.0,0.0,1.0,71,0.6,119,199
28764,0.0,0.0,0.0,1.0,110,0.93,143,154
28765,1.0,0.0,0.0,0.0,25,1.29,90,70
28766,0.0,1.0,0.0,0.0,261,1.07,92,86
28767,0.0,0.0,1.0,0.0,220,1.08,82,76
28768,1.0,0.0,0.0,0.0,13,0.92,35,38
28769,1.0,0.0,0.0,0.0,13,0.87,48,55
28770,1.0,0.0,0.0,0.0,23,0.85,80,94
28771,0.0,0.0,1.0,0.0,205,0.91,50,55
28772,1.0,0.0,0.0,0.0,24,0.92,98,106
28773,1.0,0.0,0.0,0.0,19,0.81,52,64
28774,1.0,0.0,0.0,0.0,20,0.9,92,102
28775,0.0,0.0,0.0,1.0,64,0.81,56,69
28776,0.0,0.0,1.0,0.0,208,1.05,42,40
28777,0.0,1.0,0.0,0.0,246,0.74,39,53
28778,0.0,1.0,0.0,0.0,231,1.0,41,41
28779,1.0,0.0,0.0,0.0,14,1.0,38,38
28780,0.0,1.0,0.0,0.0,246,0.68,68,100
28781,0.0,0.0,0.0,1.0,43,1.08,200,185
28782,0.0,0.0,0.0,1.0,57,1.02,123,120
28783,0.0,1.0,0.0,0.0,251,0.61,46,76
28784,0.0,1.0,0.0,0.0,247,0.75,46,61
28785,0.0,1.0,0.0,0.0,257,0.46,32,70
28786,0.0,0.0,0.0,1.0,52,1.01,83,82
28787,0.0,1.0,0.0,0.0,247,0.58,43,74
28788,1.0,0.0,0.0,0.0,35,0.78,126,161
28789,0.0,0.0,0.0,1.0,66,0.65,100,154
28790,0.0,0.0,0.0,1.0,65,0.7,98,140
28791,0.0,0.0,1.0,0.0,209,0.83,68,82
28792,1.0,0.0,0.0,0.0,29,0.89,65,73
28793,0.0,0.0,1.0,0.0,207,1.12,57,51
28794,0.0,0.0,0.0,1.0,56,1.09,124,114
28795,1.0,0.0,0.0,0.0,18,1.0,40,40
28796,0.0,0.0,1.0,0.0,213,0.95,53,56
28797,1.0,0.0,0.0,0.0,36,1.06,115,109
28798,1.0,0.0,0.0,0.0,18,1.13,68,60
28799,1.0,0.0,0.0,0.0,25,1.02,64,63
28800,1.0,0.0,0.0,0.0,24,0.89,74,83
28801,0.0,1.0,0.0,0.0,248,0.85,112,131
28802,0.0,0.0,1.0,0.0,199,1.0,37,37
28803,1.0,0.0,0.0,0.0,34,1.01,176,174
28804,1.0,0.0,0.0,0.0,22,0.95,62,65
28805,0.0,0.0,1.0,0.0,204,1.04,54,52
28806,0.0,1.0,0.0,0.0,246,0.68,53,78
28807,0.0,0.0,1.0,0.0,214,1.31,92,70
28808,1.0,0.0,0.0,0.0,28,0.98,85,87
28809,0.0,0.0,0.0,1.0,124,1.17,98,84
28810,0.0,0.0,1.0,0.0,207,1.09,73,67
28811,1.0,0.0,0.0,0.0,20,0.88,123,140
28812,0.0,0.0,1.0,0.0,213,1.11,126,114
28813,1.0,0.0,0.0,0.0,14,0.93,53,57
